"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMAM","Katherine Anne Porter papers","1","6","62","11","33","Katherine Anne Porter to Paul Porter Jr., 1949-08-02","1949-08-02","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020309-0001","KAPtoPPJ-1949-08-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","33","Katherine Anne Porter to Paul Porter Jr., 1949-08-02","1949-08-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020309-0002","KAPtoPPJ-1949-08-02-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","35","Katherine Anne Porter to Paul Porter Jr., 1949-08-05","1949-08-05","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020310-0001","KAPtoPPJ-1949-08-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","35","Katherine Anne Porter to Paul Porter Jr., 1949-08-05","1949-08-05","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020310-0001","KAPtoPPJ-1949-08-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","28","Katherine Anne Porter to Paul Porter Jr., 1949-08-23","1949-08-23","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020311-0001","KAPtoPPJ-1949-08-23-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","28","Katherine Anne Porter to Paul Porter Jr., 1949-08-23","1949-08-23","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020311-0001","KAPtoPPJ-1949-08-23-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","28","Katherine Anne Porter to Paul Porter Jr., 1949-08-23","1949-08-23","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020311-0002","KAPtoPPJ-1949-08-23-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","29","Katherine Anne Porter to Paul Porter Jr., 1949-08-24","1949-08-24","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020312-0001","KAPtoPPJ-1949-08-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","29","Katherine Anne Porter to Paul Porter Jr., 1949-08-24","1949-08-24","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020312-0001","KAPtoPPJ-1949-08-24-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","29","Katherine Anne Porter to Paul Porter Jr., 1949-08-24","1949-08-24","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020312-0002","KAPtoPPJ-1949-08-24-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","33","Katherine Anne Porter to Paul Porter Jr., 1949-09-03","1949-09-03","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020314-0001","KAPtoPPJ-1949-09-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","33","Katherine Anne Porter to Paul Porter Jr., 1949-09-03","1949-09-03","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020314-0001","KAPtoPPJ-1949-09-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","33","Katherine Anne Porter to Paul Porter Jr., 1949-09-03","1949-09-03","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020314-0002","KAPtoPPJ-1949-09-03-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","37","Katherine Anne Porter to Paul Porter Jr., 1949-09-09","1949-09-09","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020315-0001","KAPtoPPJ-1949-09-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","37","Katherine Anne Porter to Paul Porter Jr., 1949-09-09","1949-09-09","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020315-0001","KAPtoPPJ-1949-09-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","37","Katherine Anne Porter to Paul Porter Jr., 1949-09-09","1949-09-09","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020315-0002","KAPtoPPJ-1949-09-09-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","39","Katherine Anne Porter to Paul Porter Jr., 1949-09-14","1949-09-14","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","out of order (?)","litmss-020313-0001","KAPtoPPJ-1949-09-14-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","39","Katherine Anne Porter to Paul Porter Jr., 1949-09-14","1949-09-14","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","out of order (?)","litmss-020313-0001","KAPtoPPJ-1949-09-14-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","California","Palo Alto","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","39","Katherine Anne Porter to Paul Porter Jr., 1949-09-14","1949-09-14","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020313-0002","KAPtoPPJ-1949-09-14-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","39","Katherine Anne Porter to Paul Porter Jr., 1949-09-14","1949-09-14","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020313-0003","KAPtoPPJ-1949-09-14-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","45","Katherine Anne Porter to Paul Porter Jr., 1949-11-18","1949-11-18","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020316-0001","KAPtoPPJ-1949-11-18-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","45","Katherine Anne Porter to Paul Porter Jr., 1949-11-18","1949-11-18","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020316-0001","KAPtoPPJ-1949-11-18-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","45","Katherine Anne Porter to Paul Porter Jr., 1949-11-18","1949-11-18","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020316-0002","KAPtoPPJ-1949-11-18-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","11","49","Katherine Anne Porter to Paul Porter Jr., 1949-12-26","1949-12-26","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020317-0001","KAPtoPPJ-1949-12-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","11","49","Katherine Anne Porter to Paul Porter Jr., 1949-12-26","1949-12-26","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020317-0001","KAPtoPPJ-1949-12-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","6","Katherine Anne Porter to Paul Porter Jr., 1950-04-16","1950-04-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","not sent","litmss-020318-0001","KAPtoPPJ-1950-04-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","6","Katherine Anne Porter to Paul Porter Jr., 1950-04-16","1950-04-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","not sent","litmss-020318-0001","KAPtoPPJ-1950-04-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","6","Katherine Anne Porter to Paul Porter Jr., 1950-04-16","1950-04-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020318-0002","KAPtoPPJ-1950-04-16-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","8","Katherine Anne Porter to Paul Porter Jr., 1950-07-26","1950-07-26","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020319-0001","KAPtoPPJ-1950-07-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","8","Katherine Anne Porter to Paul Porter Jr., 1950-07-26","1950-07-26","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes, f/b","","litmss-020319-0001","KAPtoPPJ-1950-07-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","8","Katherine Anne Porter to Paul Porter Jr., 1950-07-26","1950-07-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020319-0002","KAPtoPPJ-1950-07-26-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","8","Katherine Anne Porter to Paul Porter Jr., 1950-07-26","1950-07-26","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020319-0003","KAPtoPPJ-1950-07-26-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","13","Katherine Anne Porter to Paul Porter Jr., 1951-01-13","1951-01-13","3","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","yes, f/b","notes added later","litmss-020320-0001","KAPtoPPJ-1951-01-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","13","Katherine Anne Porter to Paul Porter Jr., 1951-01-13","1951-01-13","3","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","yes, f/b","notes added later","litmss-020320-0001","KAPtoPPJ-1951-01-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","13","Katherine Anne Porter to Paul Porter Jr., 1951-01-13","1951-01-13","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020320-0002","KAPtoPPJ-1951-01-13-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","13","Katherine Anne Porter to Paul Porter Jr., 1951-01-13","1951-01-13","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020320-0003","KAPtoPPJ-1951-01-13-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","22","Katherine Anne Porter to Paul Porter Jr., 1951-07-18","1951-07-18","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020321-0001","KAPtoPPJ-1951-07-18-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","22","Katherine Anne Porter to Paul Porter Jr., 1951-07-18","1951-07-18","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020321-0001","KAPtoPPJ-1951-07-18-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","22","Katherine Anne Porter to Paul Porter Jr., 1951-07-18","1951-07-18","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020321-0002","KAPtoPPJ-1951-07-18-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","24","Katherine Anne Porter to Paul Porter Jr., 1951-08-16","1951-08-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020322-0001","KAPtoPPJ-1951-08-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","24","Katherine Anne Porter to Paul Porter Jr., 1951-08-16","1951-08-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020322-0001","KAPtoPPJ-1951-08-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","24","Katherine Anne Porter to Paul Porter Jr., 1951-08-16","1951-08-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020322-0002","KAPtoPPJ-1951-08-16-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","28","Katherine Anne Porter to Paul Porter Jr., 1951-10-05","1951-10-05","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020323-0001","KAPtoPPJ-1951-10-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","28","Katherine Anne Porter to Paul Porter Jr., 1951-10-05","1951-10-05","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020323-0001","KAPtoPPJ-1951-10-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","28","Katherine Anne Porter to Paul Porter Jr., 1951-10-05","1951-10-05","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020323-0002","KAPtoPPJ-1951-10-05-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","29","Katherine Anne Porter to Paul Porter Jr., 1951-10-13","1951-10-13","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020324-0001","KAPtoPPJ-1951-10-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","29","Katherine Anne Porter to Paul Porter Jr., 1951-10-13","1951-10-13","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020324-0001","KAPtoPPJ-1951-10-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","29","Katherine Anne Porter to Paul Porter Jr., 1951-10-13","1951-10-13","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020324-0002","KAPtoPPJ-1951-10-13-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","30","Katherine Anne Porter to Paul Porter Jr., 1951-11-08","1951-11-08","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020325-0001","KAPtoPPJ-1951-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","30","Katherine Anne Porter to Paul Porter Jr., 1951-11-08","1951-11-08","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020325-0001","KAPtoPPJ-1951-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","30","Katherine Anne Porter to Paul Porter Jr., 1951-11-08","1951-11-08","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020325-0002","KAPtoPPJ-1951-11-08-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","32","Katherine Anne Porter to Paul Porter Jr., 1951-11-29","1951-11-29","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","y","","litmss-020372-0001","KAPtoPPJ-1951-11-29-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","32","Katherine Anne Porter to Paul Porter Jr., 1951-11-29","1951-11-29","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","y","","litmss-020372-0001","KAPtoPPJ-1951-11-29-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","33","Katherine Anne Porter to Paul Porter Jr., 1951-12-07","1951-12-07","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","yes, f/b","","litmss-020374-0001","KAPtoPPJ-1951-12-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","33","Katherine Anne Porter to Paul Porter Jr., 1951-12-07","1951-12-07","2","","http://hdl.handle.net/1903.1/1532","66-5","typed, hw notes","typed, handwritten notes","yes, f/b","","litmss-020374-0001","KAPtoPPJ-1951-12-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","33","Katherine Anne Porter to Paul Porter Jr., 1951-12-07","1951-12-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020374-0002","KAPtoPPJ-1951-12-07-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","12","34","Katherine Anne Porter to Paul Porter Jr., circa 1951-12","circa 1951-12","2","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-020375-0001","KAPtoPPJ-c1951-12-00-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","34","Katherine Anne Porter to Paul Porter Jr., circa 1951-12","circa 1951-12","2","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-020375-0001","KAPtoPPJ-c1951-12-00-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","12","34","Katherine Anne Porter to Paul Porter Jr., circa 1951-12","circa 1951-12","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020375-0002","KAPtoPPJ-c1951-12-00-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","2","Katherine Anne Porter to Paul Porter Jr., 1952-01-15","1952-01-15","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020376-0001","KAPtoPPJ-1952-01-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","2","Katherine Anne Porter to Paul Porter Jr., 1952-01-15","1952-01-15","4","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020376-0001","KAPtoPPJ-1952-01-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","2","Katherine Anne Porter to Paul Porter Jr., 1952-01-15","1952-01-15","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020376-0002","KAPtoPPJ-1952-01-15-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","2","Katherine Anne Porter to Paul Porter Jr., 1952-01-15","1952-01-15","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020376-0003","KAPtoPPJ-1952-01-15-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","2","Katherine Anne Porter to Paul Porter Jr., 1952-01-15","1952-01-15","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020376-0004","KAPtoPPJ-1952-01-15-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","3","Katherine Anne Porter to Paul Porter Jr., 1952-01-26","1952-01-26","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020377-0001","KAPtoPPJ-1952-01-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","3","Katherine Anne Porter to Paul Porter Jr., 1952-01-26","1952-01-26","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","yes","","litmss-020377-0001","KAPtoPPJ-1952-01-26-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","5","Katherine Anne Porter to Paul Porter Jr., 1952-02-14","1952-02-14","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","excerpted passaged","litmss-020378-0001","KAPtoPPJ-1952-02-14-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","5","Katherine Anne Porter to Paul Porter Jr., 1952-02-14","1952-02-14","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","excerpted passaged","litmss-020378-0001","KAPtoPPJ-1952-02-14-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States","New York","New York","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","8","Katherine Anne Porter to Paul Porter Jr., 1952-03-21","1952-03-21","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020379-0001","KAPtoPPJ-1952-03-21-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","8","Katherine Anne Porter to Paul Porter Jr., 1952-03-21","1952-03-21","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020379-0001","KAPtoPPJ-1952-03-21-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","New York","New York","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","8","Katherine Anne Porter to Paul Porter Jr., 1952-03-21","1952-03-21","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020379-0002","KAPtoPPJ-1952-03-21-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","8","Katherine Anne Porter to Paul Porter Jr., 1952-03-21","1952-03-21","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020379-0003","KAPtoPPJ-1952-03-21-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","no, tissue","","litmss-020380-0001","KAPtoPPJ-1952-06-06-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","7","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","no, tissue","","litmss-020380-0001","KAPtoPPJ-1952-06-06-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0002","KAPtoPPJ-1952-06-06-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0003","KAPtoPPJ-1952-06-06-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0004","KAPtoPPJ-1952-06-06-p0004","4","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0005","KAPtoPPJ-1952-06-06-p0005","5","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0006","KAPtoPPJ-1952-06-06-p0006","6","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","11","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020380-0007","KAPtoPPJ-1952-06-06-p0007","7","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","5","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020381-0001","KAPtoPPJ-1952-06-06-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","5","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020381-0001","KAPtoPPJ-1952-06-06-p0001","1","Porter, Katherine Anne, 1890-1980","Europe","France","Brittany","Pont-Aven","","",""
"UMAM","Katherine Anne Porter papers","1","6","62","13","12","Katherine Anne Porter to Paul Porter Jr., 1952-06-06","1952-06-06","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-020381-0002","KAPtoPPJ-1952-06-06-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
