"XML Type","collection","series","subseries","box","folder","item","title","date","size","restricted?","handle","Accession Number","Handwritten or typed?","handwritten or typed controlled","Onionskin?","Column","filename","label","rank","creator","continent","country","region","settlement","umdm pid","umam pid","TEI"
"UMDM","Katherine Anne Porter papers","1","6","57","9","18","Katherine Anne Porter to Albert Erskine, undated circa 1937","circa 1937","2","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","(seems to me out of order)","litmss-019409-0001","KAPtoAE-c1937-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","18","Katherine Anne Porter to Albert Erskine, undated circa 1937","circa 1937","2","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","(seems to me out of order)","litmss-019409-0001","KAPtoAE-c1937-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","18","Katherine Anne Porter to Albert Erskine, undated circa 1937","circa 1937","","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-019409-0002","KAPtoAE-c1937-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","20","Katherine Anne Porter to Albert Erskine, 1937-10-25","1937-10-25","1","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-019410-0001","KAPtoAE-1937-10-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","20","Katherine Anne Porter to Albert Erskine, 1937-10-25","1937-10-25","1","","http://hdl.handle.net/1903.1/1532","66-5","hw","handwritten","","","litmss-019410-0001","KAPtoAE-1937-10-25-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","21","Katherine Anne Porter to Albert Erskine, 1937-10-28","1937-10-28","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019417-0001","KAPtoAE-1937-10-28-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","21","Katherine Anne Porter to Albert Erskine, 1937-10-28","1937-10-28","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019417-0001","KAPtoAE-1937-10-28-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","24","Katherine Anne Porter to Albert Erskine, 1937-10-30","1937-10-30","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019418-0001","KAPtoAE-1937-10-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","24","Katherine Anne Porter to Albert Erskine, 1937-10-30","1937-10-30","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019418-0001","KAPtoAE-1937-10-30-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","26","Katherine Anne Porter to Albert Erskine, 1937-11-02","1937-11-02","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019419-0001","KAPtoAE-1937-11-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","26","Katherine Anne Porter to Albert Erskine, 1937-11-02","1937-11-02","3","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019419-0001","KAPtoAE-1937-11-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","26","Katherine Anne Porter to Albert Erskine, 1937-11-02","1937-11-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019419-0002","KAPtoAE-1937-11-02-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","26","Katherine Anne Porter to Albert Erskine, 1937-11-02","1937-11-02","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019419-0003","KAPtoAE-1937-11-02-p0003","3","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","28","Katherine Anne Porter to Albert Erskine, 1937-11-04","1937-11-04","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019420-0001","KAPtoAE-1937-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","28","Katherine Anne Porter to Albert Erskine, 1937-11-04","1937-11-04","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019420-0001","KAPtoAE-1937-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","29","Katherine Anne Porter to Albert Erskine, 1937-11-04","1937-11-04","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019421-0001","KAPtoAE-1937-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","29","Katherine Anne Porter to Albert Erskine, 1937-11-04","1937-11-04","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019421-0001","KAPtoAE-1937-11-03-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","29","Katherine Anne Porter to Albert Erskine, 1937-11-04","1937-11-04","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019421-0002","KAPtoAE-1937-11-03-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","32","Katherine Anne Porter to Albert Erskine, 1937-11-05","1937-11-05","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019422-0001","KAPtoAE-1937-11-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","32","Katherine Anne Porter to Albert Erskine, 1937-11-05","1937-11-05","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019422-0001","KAPtoAE-1937-11-05-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","33","Katherine Anne Porter to Albert Erskine, 1937-11-08","1937-11-08","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019423-0001","KAPtoAE-1937-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","33","Katherine Anne Porter to Albert Erskine, 1937-11-08","1937-11-08","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019423-0001","KAPtoAE-1937-11-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","35","Katherine Anne Porter to Albert Erskine, 1937-11-10","1937-11-10","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019424-0001","KAPtoAE-1937-11-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","35","Katherine Anne Porter to Albert Erskine, 1937-11-10","1937-11-10","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019424-0001","KAPtoAE-1937-11-10-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","35","Katherine Anne Porter to Albert Erskine, 1937-11-10","1937-11-10","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019424-0002","KAPtoAE-1937-11-10-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","40","Katherine Anne Porter to Albert Erskine, 1937-11-13","1937-11-13","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019425-0001","KAPtoAE-1937-11-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","40","Katherine Anne Porter to Albert Erskine, 1937-11-13","1937-11-13","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019425-0001","KAPtoAE-1937-11-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","41","Katherine Anne Porter to Albert Erskine, 1937-11-13","1937-11-13","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019426-0001","KAPtoAE-1937-11-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","41","Katherine Anne Porter to Albert Erskine, 1937-11-13","1937-11-13","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019426-0001","KAPtoAE-1937-11-13-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","44","Katherine Anne Porter to Albert Erskine, 1937-11-15","1937-11-15","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020760-0001","KAPtoAE-1937-11-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","44","Katherine Anne Porter to Albert Erskine, 1937-11-15","1937-11-15","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-020760-0001","KAPtoAE-1937-11-15-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","45","Katherine Anne Porter to Albert Erskine, 1937-11-16","1937-11-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019427-0001","KAPtoAE-1937-11-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","45","Katherine Anne Porter to Albert Erskine, 1937-11-16","1937-11-16","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019427-0001","KAPtoAE-1937-11-16-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","45","Katherine Anne Porter to Albert Erskine, 1937-11-16","1937-11-16","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019427-0002","KAPtoAE-1937-11-16-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","46","Katherine Anne Porter to Albert Erskine, 1937-11-17","1937-11-17","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019428-0001","KAPtoAE-1937-11-17-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","46","Katherine Anne Porter to Albert Erskine, 1937-11-17","1937-11-17","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019428-0001","KAPtoAE-1937-11-17-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","50","Katherine Anne Porter to Albert Erskine, 1937-12-02","1937-12-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019429-0001","KAPtoAE-1937-12-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","50","Katherine Anne Porter to Albert Erskine, 1937-12-02","1937-12-02","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019429-0001","KAPtoAE-1937-12-02-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","54","Katherine Anne Porter to Albert Erskine, 1937-12-07","1937-12-07","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019430-0001","KAPtoAE-1937-12-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","54","Katherine Anne Porter to Albert Erskine, 1937-12-07","1937-12-07","2","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019430-0001","KAPtoAE-1937-12-07-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","54","Katherine Anne Porter to Albert Erskine, 1937-12-07","1937-12-07","","","http://hdl.handle.net/1903.1/1532","66-5","","","","","litmss-019430-0002","KAPtoAE-1937-12-07-p0002","2","Porter, Katherine Anne, 1890-1980","","","","","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","58","Katherine Anne Porter to Albert Erskine, 1937-12-08","1937-12-08","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019431-0001","KAPtoAE-1937-12-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","58","Katherine Anne Porter to Albert Erskine, 1937-12-08","1937-12-08","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019431-0001","KAPtoAE-1937-12-08-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMDM","Katherine Anne Porter papers","1","6","57","9","59","Katherine Anne Porter to Albert Erskine, 1937-12-09","1937-12-09","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019432-0001","KAPtoAE-1937-12-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
"UMAM","Katherine Anne Porter papers","1","6","57","9","59","Katherine Anne Porter to Albert Erskine, 1937-12-09","1937-12-09","1","","http://hdl.handle.net/1903.1/1532","66-5","typed","typed","","","litmss-019432-0001","KAPtoAE-1937-12-09-p0001","1","Porter, Katherine Anne, 1890-1980","North America","United States of America","Louisiana","New Orleans","","",""
